tc,call_volume,aht,service_level,art,positions,positions_quantile,resources_shifts
2022-12-05 16:15:00+03:00,496,557,80,30,320,64,67
2022-12-05 16:30:00+03:00,473,455,80,30,250,50,64
2022-12-05 16:45:00+03:00,439,495,80,30,253,51,56
2022-12-05 17:00:00+03:00,397,584,80,30,270,54,56
2022-12-05 17:15:00+03:00,363,482,80,30,205,41,53
2022-12-05 17:30:00+03:00,334,369,80,30,146,30,53
2022-12-05 17:45:00+03:00,298,438,80,30,154,31,43
2022-12-05 18:00:00+03:00,273,369,80,30,120,24,37
2022-12-05 18:15:00+03:00,221,592,80,30,156,32,32
2022-12-05 18:30:00+03:00,186,291,80,30,66,14,28
2022-12-05 18:45:00+03:00,168,566,80,30,115,23,23
2022-12-05 19:00:00+03:00,152,657,80,30,120,24,18
2022-12-05 19:15:00+03:00,125,380,80,30,59,12,16
2022-12-05 19:30:00+03:00,113,504,80,30,71,15,10
2022-12-05 19:45:00+03:00,105,188,80,30,26,6,5
2022-12-05 20:00:00+03:00,95,175,80,30,22,5,5
2022-12-05 20:15:00+03:00,83,448,80,30,48,10,5
2022-12-05 20:30:00+03:00,86,166,80,30,20,4,5
2022-12-05 20:45:00+03:00,79,587,80,30,59,12,5
2022-12-05 21:00:00+03:00,69,170,80,30,17,4,4
2022-12-05 21:15:00+03:00,57,440,80,30,33,7,4
2022-12-05 21:30:00+03:00,55,157,80,30,13,3,3
2022-12-05 21:45:00+03:00,51,171,80,30,13,3,0
2022-12-05 22:00:00+03:00,49,170,80,30,12,3,0
2022-12-05 22:15:00+03:00,35,177,80,30,10,2,0
2022-12-05 22:30:00+03:00,32,193,80,30,10,2,0
2022-12-05 22:45:00+03:00,29,168,80,30,8,2,0
2022-12-05 23:00:00+03:00,26,196,80,30,8,2,0
2022-12-05 23:15:00+03:00,21,197,80,30,7,2,0
2022-12-05 23:30:00+03:00,20,211,80,30,7,2,0
2022-12-05 23:45:00+03:00,15,180,80,30,5,1,0
2022-12-06 00:00:00+03:00,14,176,80,30,5,1,0
2022-12-06 00:15:00+03:00,11,174,80,30,4,1,0
2022-12-06 00:30:00+03:00,11,163,80,30,4,1,0
2022-12-06 00:45:00+03:00,12,154,80,30,4,1,0
2022-12-06 01:00:00+03:00,10,153,80,30,4,1,0
2022-12-06 01:15:00+03:00,12,139,80,30,4,1,0
2022-12-06 01:30:00+03:00,12,185,80,30,5,1,0
2022-12-06 01:45:00+03:00,14,186,80,30,5,1,0
2022-12-06 02:00:00+03:00,16,160,80,30,5,1,0
2022-12-06 02:15:00+03:00,23,152,80,30,6,2,0
2022-12-06 02:30:00+03:00,26,252,80,30,10,2,0
2022-12-06 02:45:00+03:00,27,177,80,30,8,2,0
2022-12-06 03:00:00+03:00,32,296,80,30,14,3,0
2022-12-06 03:15:00+03:00,35,143,80,30,8,2,0
2022-12-06 03:30:00+03:00,43,165,80,30,11,3,0
2022-12-06 03:45:00+03:00,42,179,80,30,11,3,0
2022-12-06 04:00:00+03:00,53,345,80,30,25,5,0
2022-12-06 04:15:00+03:00,56,214,80,30,17,4,0
2022-12-06 04:30:00+03:00,60,161,80,30,14,3,0
2022-12-06 04:45:00+03:00,62,170,80,30,15,3,0
2022-12-06 05:00:00+03:00,73,163,80,30,17,4,0
2022-12-06 05:15:00+03:00,89,167,80,30,20,4,0
2022-12-06 05:30:00+03:00,100,293,80,30,38,8,0
2022-12-06 05:45:00+03:00,106,203,80,30,28,6,0
2022-12-06 06:00:00+03:00,118,521,80,30,76,16,16
2022-12-06 06:15:00+03:00,126,405,80,30,63,13,16
2022-12-06 06:30:00+03:00,149,268,80,30,50,10,16
2022-12-06 06:45:00+03:00,151,397,80,30,74,15,16
2022-12-06 07:00:00+03:00,185,515,80,30,115,23,23
2022-12-06 07:15:00+03:00,195,431,80,30,101,21,23
2022-12-06 07:30:00+03:00,223,171,80,30,47,10,26
2022-12-06 07:45:00+03:00,243,662,80,30,190,38,27
2022-12-06 08:00:00+03:00,277,319,80,30,106,22,28
2022-12-06 08:15:00+03:00,307,351,80,30,128,26,31
2022-12-06 08:30:00+03:00,353,412,80,30,171,35,35
2022-12-06 08:45:00+03:00,397,536,80,30,248,50,46
2022-12-06 09:00:00+03:00,458,403,80,30,215,43,46
2022-12-06 09:15:00+03:00,516,581,80,30,346,70,52
2022-12-06 09:30:00+03:00,604,544,80,30,378,76,55
2022-12-06 09:45:00+03:00,632,525,80,30,382,77,66
2022-12-06 10:00:00+03:00,653,527,80,30,395,79,67
2022-12-06 10:15:00+03:00,672,506,80,30,391,79,72
2022-12-06 10:30:00+03:00,679,510,80,30,398,80,74
2022-12-06 10:45:00+03:00,666,470,80,30,360,72,74
2022-12-06 11:00:00+03:00,657,460,80,30,348,70,74
2022-12-06 11:15:00+03:00,663,552,80,30,420,84,74
2022-12-06 11:30:00+03:00,654,499,80,30,375,75,74
2022-12-06 11:45:00+03:00,627,433,80,30,313,63,74
2022-12-06 12:00:00+03:00,618,632,80,30,449,90,75
2022-12-06 12:15:00+03:00,607,479,80,30,335,67,75
2022-12-06 12:30:00+03:00,605,609,80,30,424,85,75
2022-12-06 12:45:00+03:00,596,403,80,30,278,56,78
2022-12-06 13:00:00+03:00,582,447,80,30,300,60,78
2022-12-06 13:15:00+03:00,576,456,80,30,303,61,78
2022-12-06 13:30:00+03:00,577,429,80,30,286,58,78
2022-12-06 13:45:00+03:00,571,376,80,30,249,50,78
2022-12-06 14:00:00+03:00,582,424,80,30,285,57,78
2022-12-06 14:15:00+03:00,571,434,80,30,286,58,78
2022-12-06 14:30:00+03:00,554,381,80,30,245,49,78
2022-12-06 14:45:00+03:00,550,547,80,30,347,70,78
2022-12-06 15:00:00+03:00,530,447,80,30,274,55,62
2022-12-06 15:15:00+03:00,522,477,80,30,288,58,62
2022-12-06 15:30:00+03:00,511,518,80,30,306,62,62
2022-12-06 15:45:00+03:00,494,447,80,30,256,52,62
2022-12-06 16:00:00+03:00,461,438,80,30,235,47,55
2022-12-06 16:15:00+03:00,442,431,80,30,222,45,55
2022-12-06 16:30:00+03:00,435,501,80,30,253,51,52
2022-12-06 16:45:00+03:00,391,472,80,30,216,44,51
2022-12-06 17:00:00+03:00,370,383,80,30,167,34,50
2022-12-06 17:15:00+03:00,329,432,80,30,167,34,47
2022-12-06 17:30:00+03:00,298,489,80,30,172,35,43
2022-12-06 17:45:00+03:00,270,498,80,30,159,32,32
2022-12-06 18:00:00+03:00,231,501,80,30,138,28,32
2022-12-06 18:15:00+03:00,188,575,80,30,130,26,26
2022-12-06 18:30:00+03:00,173,414,80,30,87,18,23
2022-12-06 18:45:00+03:00,147,643,80,30,114,23,12
2022-12-06 19:00:00+03:00,136,330,80,30,56,12,11
2022-12-06 19:15:00+03:00,117,280,80,30,42,9,6
2022-12-06 19:30:00+03:00,104,323,80,30,43,9,4
2022-12-06 19:45:00+03:00,94,217,80,30,27,6,4
2022-12-06 20:00:00+03:00,91,248,80,30,30,6,4
2022-12-06 20:15:00+03:00,75,155,80,30,16,4,4
2022-12-06 20:30:00+03:00,71,166,80,30,17,4,4
2022-12-06 20:45:00+03:00,66,411,80,30,36,8,4
2022-12-06 21:00:00+03:00,62,160,80,30,14,3,3
2022-12-06 21:15:00+03:00,52,372,80,30,26,6,3
2022-12-06 21:30:00+03:00,43,175,80,30,11,3,3
2022-12-06 21:45:00+03:00,44,161,80,30,11,3,0
2022-12-06 22:00:00+03:00,37,180,80,30,10,2,0
2022-12-06 22:15:00+03:00,29,181,80,30,9,2,0
2022-12-06 22:30:00+03:00,30,170,80,30,8,2,0
2022-12-06 22:45:00+03:00,23,189,80,30,8,2,0
2022-12-06 23:00:00+03:00,22,204,80,30,8,2,0
2022-12-06 23:15:00+03:00,21,190,80,30,7,2,0
2022-12-06 23:30:00+03:00,15,191,80,30,6,2,0
2022-12-06 23:45:00+03:00,14,167,80,30,5,1,0
2022-12-07 00:00:00+03:00,13,186,80,30,5,1,0
2022-12-07 00:15:00+03:00,14,167,80,30,5,1,0
2022-12-07 00:30:00+03:00,11,122,80,30,3,1,0
2022-12-07 00:45:00+03:00,13,169,80,30,5,1,0
2022-12-07 01:00:00+03:00,11,135,80,30,4,1,0
2022-12-07 01:15:00+03:00,14,189,80,30,5,1,0
2022-12-07 01:30:00+03:00,12,149,80,30,4,1,0
2022-12-07 01:45:00+03:00,16,144,80,30,5,1,0
2022-12-07 02:00:00+03:00,14,344,80,30,8,2,0
2022-12-07 02:15:00+03:00,19,146,80,30,5,1,0
2022-12-07 02:30:00+03:00,25,196,80,30,8,2,0
2022-12-07 02:45:00+03:00,28,255,80,30,11,3,0
2022-12-07 03:00:00+03:00,34,252,80,30,13,3,0
2022-12-07 03:15:00+03:00,36,345,80,30,18,4,0
2022-12-07 03:30:00+03:00,37,158,80,30,9,2,0
2022-12-07 03:45:00+03:00,44,171,80,30,11,3,0
2022-12-07 04:00:00+03:00,48,159,80,30,12,3,0
2022-12-07 04:15:00+03:00,54,258,80,30,20,4,0
2022-12-07 04:30:00+03:00,58,404,80,30,31,7,0
2022-12-07 04:45:00+03:00,74,162,80,30,17,4,0
2022-12-07 05:00:00+03:00,71,457,80,30,42,9,0
2022-12-07 05:15:00+03:00,82,176,80,30,20,4,0
2022-12-07 05:30:00+03:00,90,282,80,30,33,7,0
2022-12-07 05:45:00+03:00,104,234,80,30,32,7,0
2022-12-07 06:00:00+03:00,118,270,80,30,41,9,9
2022-12-07 06:15:00+03:00,120,228,80,30,35,7,9
2022-12-07 06:30:00+03:00,137,162,80,30,29,6,10
2022-12-07 06:45:00+03:00,145,167,80,30,31,7,10
2022-12-07 07:00:00+03:00,161,496,80,30,97,20,19
2022-12-07 07:15:00+03:00,184,352,80,30,79,16,19
2022-12-07 07:30:00+03:00,195,346,80,30,82,17,21
2022-12-07 07:45:00+03:00,210,307,80,30,78,16,28
2022-12-07 08:00:00+03:00,245,427,80,30,125,25,28
2022-12-07 08:15:00+03:00,274,216,80,30,72,15,28
2022-12-07 08:30:00+03:00,317,216,80,30,82,17,36
2022-12-07 08:45:00+03:00,357,316,80,30,133,27,48
2022-12-07 09:00:00+03:00,410,460,80,30,220,44,49
2022-12-07 09:15:00+03:00,478,456,80,30,253,51,51
2022-12-07 09:30:00+03:00,553,428,80,30,274,55,55
2022-12-07 09:45:00+03:00,572,442,80,30,292,59,62
2022-12-07 10:00:00+03:00,596,470,80,30,323,65,62
2022-12-07 10:15:00+03:00,615,458,80,30,325,65,62
2022-12-07 10:30:00+03:00,640,446,80,30,329,66,64
2022-12-07 10:45:00+03:00,634,459,80,30,335,67,68
2022-12-07 11:00:00+03:00,639,486,80,30,357,72,69
2022-12-07 11:15:00+03:00,631,424,80,30,308,62,72
2022-12-07 11:30:00+03:00,623,515,80,30,369,74,72
2022-12-07 11:45:00+03:00,608,540,80,30,378,76,72
2022-12-07 12:00:00+03:00,606,445,80,30,311,63,72
2022-12-07 12:15:00+03:00,582,513,80,30,344,69,72
2022-12-07 12:30:00+03:00,558,456,80,30,294,59,74
2022-12-07 12:45:00+03:00,554,449,80,30,288,58,74
2022-12-07 13:00:00+03:00,552,413,80,30,264,53,74
2022-12-07 13:15:00+03:00,554,485,80,30,310,62,74
2022-12-07 13:30:00+03:00,551,472,80,30,301,61,74
2022-12-07 13:45:00+03:00,557,579,80,30,372,75,74
2022-12-07 14:00:00+03:00,549,548,80,30,347,70,74
2022-12-07 14:15:00+03:00,550,490,80,30,311,63,74
2022-12-07 14:30:00+03:00,554,526,80,30,336,68,74
2022-12-07 14:45:00+03:00,536,558,80,30,345,69,74
2022-12-07 15:00:00+03:00,530,466,80,30,286,58,65
2022-12-07 15:15:00+03:00,509,430,80,30,254,51,65
2022-12-07 15:30:00+03:00,515,470,80,30,280,56,64
2022-12-07 15:45:00+03:00,502,487,80,30,283,57,64
2022-12-07 16:00:00+03:00,476,380,80,30,211,43,55
2022-12-07 16:15:00+03:00,448,525,80,30,273,55,55
2022-12-07 16:30:00+03:00,420,430,80,30,211,43,53
2022-12-07 16:45:00+03:00,383,372,80,30,167,34,46
2022-12-07 17:00:00+03:00,356,518,80,30,216,44,46
2022-12-07 17:15:00+03:00,307,354,80,30,129,26,46
2022-12-07 17:30:00+03:00,287,554,80,30,187,38,38
2022-12-07 17:45:00+03:00,256,421,80,30,128,26,26
2022-12-07 18:00:00+03:00,235,376,80,30,106,22,25
2022-12-07 18:15:00+03:00,186,447,80,30,100,20,23
2022-12-07 18:30:00+03:00,169,286,80,30,60,12,19
2022-12-07 18:45:00+03:00,155,249,80,30,48,10,12
2022-12-07 19:00:00+03:00,144,281,80,30,51,11,12
2022-12-07 19:15:00+03:00,111,410,80,30,57,12,12
2022-12-07 19:30:00+03:00,105,357,80,30,48,10,10
2022-12-07 19:45:00+03:00,97,240,80,30,30,6,6
2022-12-07 20:00:00+03:00,85,319,80,30,35,7,5
2022-12-07 20:15:00+03:00,74,189,80,30,19,4,2
2022-12-07 20:30:00+03:00,66,179,80,30,17,4,2
2022-12-07 20:45:00+03:00,60,196,80,30,17,4,2
2022-12-07 21:00:00+03:00,57,435,80,30,33,7,2
2022-12-07 21:15:00+03:00,56,180,80,30,15,3,2
2022-12-07 21:30:00+03:00,48,381,80,30,25,5,0
2022-12-07 21:45:00+03:00,41,199,80,30,12,3,0
2022-12-07 22:00:00+03:00,38,188,80,30,11,3,0
2022-12-07 22:15:00+03:00,36,216,80,30,12,3,0
2022-12-07 22:30:00+03:00,32,190,80,30,10,2,0
2022-12-07 22:45:00+03:00,22,196,80,30,7,2,0
2022-12-07 23:00:00+03:00,23,152,80,30,6,2,0
2022-12-07 23:15:00+03:00,18,196,80,30,6,2,0
2022-12-07 23:30:00+03:00,15,185,80,30,5,1,0
2022-12-07 23:45:00+03:00,14,198,80,30,5,1,0
2022-12-08 00:00:00+03:00,13,162,80,30,4,1,0
2022-12-08 00:15:00+03:00,11,192,80,30,5,1,0
2022-12-08 00:30:00+03:00,12,168,80,30,4,1,0
2022-12-08 00:45:00+03:00,8,172,80,30,3,1,0
2022-12-08 01:00:00+03:00,13,181,80,30,5,1,0
2022-12-08 01:15:00+03:00,9,172,80,30,4,1,0
2022-12-08 01:30:00+03:00,12,165,80,30,4,1,0
2022-12-08 01:45:00+03:00,17,159,80,30,5,1,0
2022-12-08 02:00:00+03:00,14,156,80,30,5,1,0
2022-12-08 02:15:00+03:00,22,143,80,30,6,2,0
2022-12-08 02:30:00+03:00,23,233,80,30,9,2,0
2022-12-08 02:45:00+03:00,26,142,80,30,7,2,0
2022-12-08 03:00:00+03:00,31,210,80,30,10,2,0
2022-12-08 03:15:00+03:00,35,229,80,30,12,3,0
2022-12-08 03:30:00+03:00,41,202,80,30,12,3,0
2022-12-08 03:45:00+03:00,39,184,80,30,11,3,0
2022-12-08 04:00:00+03:00,43,160,80,30,11,3,0
2022-12-08 04:15:00+03:00,57,167,80,30,14,3,0
2022-12-08 04:30:00+03:00,57,290,80,30,23,5,0
2022-12-08 04:45:00+03:00,65,287,80,30,25,5,0
2022-12-08 05:00:00+03:00,74,156,80,30,16,4,0
2022-12-08 05:15:00+03:00,77,313,80,30,32,7,0
2022-12-08 05:30:00+03:00,102,386,80,30,50,10,0
2022-12-08 05:45:00+03:00,101,416,80,30,53,11,0
2022-12-08 06:00:00+03:00,108,356,80,30,49,10,8
2022-12-08 06:15:00+03:00,114,339,80,30,49,10,8
2022-12-08 06:30:00+03:00,126,167,80,30,27,6,8
2022-12-08 06:45:00+03:00,132,207,80,30,35,7,8
2022-12-08 07:00:00+03:00,157,347,80,30,67,14,14
2022-12-08 07:15:00+03:00,188,330,80,30,76,16,18
2022-12-08 07:30:00+03:00,199,331,80,30,80,16,18
2022-12-08 07:45:00+03:00,221,252,80,30,68,14,18
2022-12-08 08:00:00+03:00,242,266,80,30,78,16,20
2022-12-08 08:15:00+03:00,274,421,80,30,137,28,30
2022-12-08 08:30:00+03:00,310,422,80,30,155,31,31
2022-12-08 08:45:00+03:00,336,414,80,30,164,33,40
2022-12-08 09:00:00+03:00,394,487,80,30,224,45,44
2022-12-08 09:15:00+03:00,454,383,80,30,203,41,44
2022-12-08 09:30:00+03:00,525,391,80,30,238,48,50
2022-12-08 09:45:00+03:00,543,544,80,30,341,69,52
2022-12-08 10:00:00+03:00,575,476,80,30,316,64,58
2022-12-08 10:15:00+03:00,595,488,80,30,335,67,64
2022-12-08 10:30:00+03:00,633,509,80,30,371,75,65
2022-12-08 10:45:00+03:00,626,485,80,30,350,70,68
2022-12-08 11:00:00+03:00,619,475,80,30,339,68,69
2022-12-08 11:15:00+03:00,611,419,80,30,295,59,69
2022-12-08 11:30:00+03:00,613,444,80,30,314,63,72
2022-12-08 11:45:00+03:00,596,446,80,30,307,62,72
2022-12-08 12:00:00+03:00,583,486,80,30,327,66,72
2022-12-08 12:15:00+03:00,576,455,80,30,303,61,73
2022-12-08 12:30:00+03:00,567,483,80,30,316,64,76
2022-12-08 12:45:00+03:00,548,424,80,30,269,54,76
2022-12-08 13:00:00+03:00,539,399,80,30,249,50,76
2022-12-08 13:15:00+03:00,536,503,80,30,312,63,76
2022-12-08 13:30:00+03:00,544,490,80,30,308,62,76
2022-12-08 13:45:00+03:00,535,518,80,30,320,64,76
2022-12-08 14:00:00+03:00,553,482,80,30,308,62,76
2022-12-08 14:15:00+03:00,560,561,80,30,362,73,76
2022-12-08 14:30:00+03:00,554,473,80,30,303,61,76
2022-12-08 14:45:00+03:00,526,487,80,30,296,60,76
2022-12-08 15:00:00+03:00,504,486,80,30,284,57,68
2022-12-08 15:15:00+03:00,494,504,80,30,288,58,68
2022-12-08 15:30:00+03:00,490,534,80,30,303,61,68
2022-12-08 15:45:00+03:00,474,437,80,30,241,49,68
2022-12-08 16:00:00+03:00,442,480,80,30,247,50,62
2022-12-08 16:15:00+03:00,436,457,80,30,232,47,58
2022-12-08 16:30:00+03:00,417,488,80,30,237,48,58
2022-12-08 16:45:00+03:00,384,422,80,30,190,38,58
2022-12-08 17:00:00+03:00,363,465,80,30,198,40,56
2022-12-08 17:15:00+03:00,316,530,80,30,197,40,46
2022-12-08 17:30:00+03:00,278,436,80,30,144,29,45
2022-12-08 17:45:00+03:00,257,421,80,30,129,26,36
2022-12-08 18:00:00+03:00,238,604,80,30,170,34,32
2022-12-08 18:15:00+03:00,185,821,80,30,180,36,32
2022-12-08 18:30:00+03:00,158,625,80,30,119,24,26
2022-12-08 18:45:00+03:00,139,224,80,30,40,8,24
2022-12-08 19:00:00+03:00,129,558,80,30,88,18,18
2022-12-08 19:15:00+03:00,106,421,80,30,56,12,12
2022-12-08 19:30:00+03:00,108,490,80,30,66,14,11
2022-12-08 19:45:00+03:00,87,327,80,30,37,8,8
2022-12-08 20:00:00+03:00,91,289,80,30,34,7,7
2022-12-08 20:15:00+03:00,70,450,80,30,41,9,7
2022-12-08 20:30:00+03:00,71,173,80,30,17,4,4
2022-12-08 20:45:00+03:00,54,195,80,30,15,3,4
2022-12-08 21:00:00+03:00,58,192,80,30,16,4,4
2022-12-08 21:15:00+03:00,50,185,80,30,14,3,3
2022-12-08 21:30:00+03:00,44,178,80,30,12,3,0
2022-12-08 21:45:00+03:00,45,157,80,30,11,3,0
2022-12-08 22:00:00+03:00,38,149,80,30,9,2,0
2022-12-08 22:15:00+03:00,31,153,80,30,8,2,0
2022-12-08 22:30:00+03:00,25,154,80,30,7,2,0
2022-12-08 22:45:00+03:00,20,158,80,30,6,2,0
2022-12-08 23:00:00+03:00,22,156,80,30,6,2,0
2022-12-08 23:15:00+03:00,17,170,80,30,6,2,0
2022-12-08 23:30:00+03:00,19,217,80,30,7,2,0
2022-12-08 23:45:00+03:00,15,198,80,30,6,2,0
2022-12-09 00:00:00+03:00,10,160,80,30,4,1,0
2022-12-09 00:15:00+03:00,13,165,80,30,5,1,0
2022-12-09 00:30:00+03:00,12,99,80,30,3,1,0
2022-12-09 00:45:00+03:00,8,137,80,30,3,1,0
2022-12-09 01:00:00+03:00,10,148,80,30,4,1,0
2022-12-09 01:15:00+03:00,13,167,80,30,5,1,0
2022-12-09 01:30:00+03:00,9,166,80,30,4,1,0
2022-12-09 01:45:00+03:00,13,151,80,30,4,1,0
2022-12-09 02:00:00+03:00,16,149,80,30,5,1,0
2022-12-09 02:15:00+03:00,21,213,80,30,8,2,0
2022-12-09 02:30:00+03:00,21,195,80,30,7,2,0
2022-12-09 02:45:00+03:00,24,201,80,30,8,2,0
2022-12-09 03:00:00+03:00,30,176,80,30,9,2,0
2022-12-09 03:15:00+03:00,35,189,80,30,10,2,0
2022-12-09 03:30:00+03:00,33,133,80,30,7,2,0
2022-12-09 03:45:00+03:00,41,129,80,30,9,2,0
2022-12-09 04:00:00+03:00,52,147,80,30,11,3,0
2022-12-09 04:15:00+03:00,51,302,80,30,21,5,0
2022-12-09 04:30:00+03:00,63,164,80,30,15,3,0
2022-12-09 04:45:00+03:00,60,175,80,30,15,3,0
2022-12-09 05:00:00+03:00,75,237,80,30,24,5,0
2022-12-09 05:15:00+03:00,81,242,80,30,26,6,0
2022-12-09 05:30:00+03:00,93,155,80,30,20,4,0
2022-12-09 05:45:00+03:00,90,281,80,30,33,7,0
2022-12-09 06:00:00+03:00,114,357,80,30,51,11,7
2022-12-09 06:15:00+03:00,116,163,80,30,25,5,7
2022-12-09 06:30:00+03:00,127,276,80,30,44,9,9
2022-12-09 06:45:00+03:00,129,362,80,30,58,12,12
2022-12-09 07:00:00+03:00,168,291,80,30,60,12,12
2022-12-09 07:15:00+03:00,189,322,80,30,74,15,28
2022-12-09 07:30:00+03:00,199,606,80,30,144,29,28
2022-12-09 07:45:00+03:00,209,555,80,30,138,28,28
2022-12-09 08:00:00+03:00,253,400,80,30,121,25,31
2022-12-09 08:15:00+03:00,279,293,80,30,98,20,31
2022-12-09 08:30:00+03:00,321,401,80,30,152,31,40
2022-12-09 08:45:00+03:00,370,332,80,30,145,29,43
2022-12-09 09:00:00+03:00,458,385,80,30,206,42,43
2022-12-09 09:15:00+03:00,488,378,80,30,215,43,43
2022-12-09 09:30:00+03:00,552,470,80,30,300,60,60
2022-12-09 09:45:00+03:00,568,476,80,30,312,63,60
2022-12-09 10:00:00+03:00,577,523,80,30,348,70,65
2022-12-09 10:15:00+03:00,599,495,80,30,342,69,66
2022-12-09 10:30:00+03:00,621,418,80,30,299,60,66
2022-12-09 10:45:00+03:00,625,437,80,30,315,63,66
2022-12-09 11:00:00+03:00,619,432,80,30,308,62,67
2022-12-09 11:15:00+03:00,605,422,80,30,295,59,67
2022-12-09 11:30:00+03:00,587,516,80,30,349,70,71
2022-12-09 11:45:00+03:00,579,544,80,30,363,73,71
2022-12-09 12:00:00+03:00,583,573,80,30,385,77,71
2022-12-09 12:15:00+03:00,573,509,80,30,336,68,71
2022-12-09 12:30:00+03:00,580,439,80,30,294,59,71
2022-12-09 12:45:00+03:00,556,433,80,30,278,56,71
2022-12-09 13:00:00+03:00,554,470,80,30,301,61,71
2022-12-09 13:15:00+03:00,560,499,80,30,323,65,71
2022-12-09 13:30:00+03:00,560,471,80,30,305,61,71
2022-12-09 13:45:00+03:00,559,384,80,30,249,50,71
2022-12-09 14:00:00+03:00,555,401,80,30,258,52,71
2022-12-09 14:15:00+03:00,548,417,80,30,265,53,71
2022-12-09 14:30:00+03:00,548,428,80,30,271,55,71
2022-12-09 14:45:00+03:00,528,456,80,30,279,56,71
2022-12-09 15:00:00+03:00,540,497,80,30,310,62,64
2022-12-09 15:15:00+03:00,515,571,80,30,340,68,64
2022-12-09 15:30:00+03:00,497,490,80,30,282,57,62
2022-12-09 15:45:00+03:00,472,481,80,30,264,53,59
2022-12-09 16:00:00+03:00,463,410,80,30,221,45,59
2022-12-09 16:15:00+03:00,437,353,80,30,180,36,43
2022-12-09 16:30:00+03:00,427,430,80,30,214,43,43
2022-12-09 16:45:00+03:00,384,409,80,30,184,37,43
2022-12-09 17:00:00+03:00,367,456,80,30,196,40,40
2022-12-09 17:15:00+03:00,306,515,80,30,185,37,40
2022-12-09 17:30:00+03:00,267,448,80,30,142,29,31
2022-12-09 17:45:00+03:00,247,430,80,30,127,26,28
2022-12-09 18:00:00+03:00,221,380,80,30,101,21,28
2022-12-09 18:15:00+03:00,180,530,80,30,115,23,28
2022-12-09 18:30:00+03:00,162,231,80,30,47,10,11
2022-12-09 18:45:00+03:00,139,403,80,30,69,14,11
2022-12-09 19:00:00+03:00,120,186,80,30,29,6,6
2022-12-09 19:15:00+03:00,95,259,80,30,32,7,5
2022-12-09 19:30:00+03:00,89,595,80,30,66,14,5
2022-12-09 19:45:00+03:00,88,197,80,30,23,5,5
2022-12-09 20:00:00+03:00,74,642,80,30,60,12,4
2022-12-09 20:15:00+03:00,64,178,80,30,16,4,4
2022-12-09 20:30:00+03:00,55,185,80,30,15,3,0
2022-12-09 20:45:00+03:00,56,176,80,30,14,3,0
2022-12-09 21:00:00+03:00,45,195,80,30,13,3,0
2022-12-09 21:15:00+03:00,43,176,80,30,12,3,0
2022-12-09 21:30:00+03:00,38,185,80,30,11,3,0
2022-12-09 21:45:00+03:00,32,167,80,30,9,2,0
2022-12-09 22:00:00+03:00,34,190,80,30,10,2,0
2022-12-09 22:15:00+03:00,30,180,80,30,9,2,0
2022-12-09 22:30:00+03:00,24,206,80,30,8,2,0
2022-12-09 22:45:00+03:00,17,146,80,30,5,1,0
2022-12-09 23:00:00+03:00,18,159,80,30,6,2,0
2022-12-09 23:15:00+03:00,16,115,80,30,4,1,0
2022-12-09 23:30:00+03:00,11,272,80,30,6,2,0
2022-12-09 23:45:00+03:00,12,203,80,30,5,1,0
2022-12-10 00:00:00+03:00,8,180,80,30,4,1,0
2022-12-10 00:15:00+03:00,6,140,80,30,3,1,0
2022-12-10 00:30:00+03:00,7,290,80,30,5,1,0
2022-12-10 00:45:00+03:00,6,167,80,30,3,1,0
2022-12-10 01:00:00+03:00,4,168,80,30,2,1,0
2022-12-10 01:15:00+03:00,4,118,80,30,2,1,0
2022-12-10 01:30:00+03:00,6,145,80,30,3,1,0
2022-12-10 01:45:00+03:00,9,155,80,30,3,1,0
2022-12-10 02:00:00+03:00,8,181,80,30,4,1,0
2022-12-10 02:15:00+03:00,8,147,80,30,3,1,0
2022-12-10 02:30:00+03:00,6,60,80,30,2,1,0
2022-12-10 02:45:00+03:00,10,167,80,30,4,1,0
2022-12-10 03:00:00+03:00,8,138,80,30,3,1,0
2022-12-10 03:15:00+03:00,11,161,80,30,4,1,0
2022-12-10 03:30:00+03:00,11,144,80,30,4,1,0
2022-12-10 03:45:00+03:00,12,120,80,30,3,1,0
2022-12-10 04:00:00+03:00,18,128,80,30,5,1,0
2022-12-10 04:15:00+03:00,17,121,80,30,4,1,0
2022-12-10 04:30:00+03:00,22,129,80,30,5,1,0
2022-12-10 04:45:00+03:00,17,130,80,30,5,1,0
2022-12-10 05:00:00+03:00,25,155,80,30,7,2,0
2022-12-10 05:15:00+03:00,29,129,80,30,7,2,0
2022-12-10 05:30:00+03:00,27,126,80,30,6,2,0
2022-12-10 05:45:00+03:00,31,152,80,30,8,2,0
2022-12-10 06:00:00+03:00,36,147,80,30,9,2,2
2022-12-10 06:15:00+03:00,37,154,80,30,9,2,2
2022-12-10 06:30:00+03:00,38,148,80,30,9,2,2
2022-12-10 06:45:00+03:00,41,162,80,30,10,2,2
2022-12-10 07:00:00+03:00,43,160,80,30,11,3,3
2022-12-10 07:15:00+03:00,48,151,80,30,11,3,3
2022-12-10 07:30:00+03:00,53,159,80,30,12,3,3
2022-12-10 07:45:00+03:00,58,253,80,30,20,4,3
2022-12-10 08:00:00+03:00,71,162,80,30,16,4,4
2022-12-10 08:15:00+03:00,76,257,80,30,26,6,4
2022-12-10 08:30:00+03:00,80,167,80,30,18,4,4
